date,lat,lon
1/29/09 15:08,37.36889,-122.03528
01/04/2009 5:12,37.5333333,127.1166667
1/22/09 22:16,47.61056,-122.19944
01/05/2009 19:26,47.3,8.55
01/11/2009 12:22,44.98,-93.26361
01/02/2009 9:31,41.85,-87.65
01/05/2009 11:21,50.9833333,-0.6
1/17/09 9:49,24.4666667,54.3666667
1/28/09 1:38,59.3333333,18.05
1/19/09 10:32,33.24861,-111.63361
1/26/09 12:05,33.24861,-111.63361
01/07/2009 18:53,35.99389,-78.89889
1/26/09 11:38,30.26694,-97.74278
01/08/2009 13:19,38.9875,-76.82083
01/11/2009 14:56,61.55,6.35
1/30/09 20:36,26.30139,-98.16306
01/01/2009 8:09,-37.8333333,144.9666667
1/17/09 11:09,-3.7166667,-38.5
1/31/09 7:22,41.20083,-73.38111
1/31/09 9:12,51.4333333,-1
1/31/09 8:56,25.71222,-80.25722
1/31/09 9:00,51.51334,-0.08895
01/11/2009 14:07,37.775,-122.41833
01/01/2009 12:25,47.1666667,8.5166667
1/31/09 11:14,33.50917,-111.89833
01/02/2009 9:57,39.05,-77.40111
01/04/2009 13:20,39.97778,-105.13139
1/22/09 12:32,51.52721,0.14559
1/18/09 6:09,38.80472,-77.04722
01/08/2009 0:04,-39.0666667,174.0833333
1/24/09 7:14,37.20556,-80.03778
1/24/09 11:05,33.94111,-84.21361
01/06/2009 15:12,34.02306,-84.36167
1/24/09 17:06,43.1666667,-79.2333333
01/03/2009 9:58,38.79556,-77.61417
01/09/2009 16:35,59.8608333,10.7905556
01/12/2009 14:50,42.41528,-71.15694
01/07/2009 13:49,34.20111,-118.59722
01/09/2009 19:41,37.33944,-121.89389
1/26/09 4:53,51.52721,0.14559
1/23/09 21:41,42.45944,-83.18278
01/06/2009 16:07,29.42389,-98.49333
01/10/2009 7:55,25.2097222,55.2477778
1/28/09 20:44,38.32389,-77.46861
01/09/2009 3:38,54.4666667,-6.3333333
1/19/09 8:52,29.58194,-95.76056
1/15/09 7:26,52.0833333,4.3
1/30/09 19:12,35.075,-85.06222
01/05/2009 12:41,32.79778,-117.23944
1/28/09 20:59,30.26694,-97.74278
01/10/2009 21:36,47.60639,-122.33083
1/25/09 19:59,47.60639,-122.33083
01/07/2009 8:03,45.4166667,-75.7
1/21/09 9:07,38.90111,-77.26556
1/23/09 14:43,-36.7,174.75
01/05/2009 13:07,51.6166667,0.3166667
01/06/2009 3:39,60.3911111,5.3247222
1/15/09 15:26,53.5833333,-2.4333333
1/23/09 4:47,53.335,-6.2113889
01/12/2009 10:05,46.2,9.0166667
1/30/09 5:13,51.2166667,4.4166667
1/14/09 10:32,-22.9,-47.0833333
01/12/2009 8:13,59.3,18.1666667
1/27/09 8:11,37.54833,-121.9875
1/30/09 17:33,-28.2333333,152.0166667
1/15/09 9:52,40.345,-74.18444
1/13/09 11:54,39.2725,-76.53167
1/21/09 11:00,53.2802778,-6.4444444
1/16/09 11:49,42.65833,-71.1375
01/01/2009 9:35,34.22417,-118.23917
1/13/09 5:58,34.05139,-84.07139
01/06/2009 16:08,47.60639,-122.33083
01/05/2009 10:25,38.89028,-77.08444
01/04/2009 21:08,51.0833333,-114.0833333
01/12/2009 20:43,47.7575,-122.24278
1/17/09 3:22,36.74778,-119.77139
1/18/09 11:17,35.48944,-120.66972
1/27/09 9:01,41.3833333,2.1833333
01/08/2009 8:11,51.6333333,-0.7666667
1/26/09 23:28,55.6283333,37.6608333
01/10/2009 21:35,43.85,-79.0166667
01/11/2009 6:01,40.71417,-74.00639
1/19/09 14:53,41.00861,-91.9625
1/22/09 7:14,46.3,-79.45
1/15/09 8:12,33.9525,-84.55
01/07/2009 6:33,53.3591667,-6.2161111
01/12/2009 8:05,40.96333,-76.61306
1/28/09 13:03,50.7166667,-113.9666667
1/25/09 8:54,33.86722,-112.14611
01/05/2009 10:08,52.355,-7.7038889
01/05/2009 19:29,38.89028,-77.08444
01/07/2009 19:06,28.53806,-81.37944
1/23/09 11:33,37.90639,-122.06389
01/03/2009 21:11,39.57917,-104.87639
01/11/2009 17:28,41.41389,-73.30389
1/21/09 20:18,49.25,-123.1333333
1/24/09 10:23,53.9666667,-1.0833333
01/07/2009 14:55,53.7188889,-6.3477778
1/29/09 10:38,40.89889,-74.09306
01/08/2009 14:04,32.71528,-117.15639
1/31/09 21:50,47.53028,-122.03139
01/01/2009 16:00,53.5833333,-2.4333333
1/30/09 13:13,42.44722,-71.225
1/27/09 16:50,34.18972,-118.13028
1/30/09 7:42,34.18972,-118.13028
1/17/09 15:48,38.545,-121.73944
01/12/2009 11:40,43.6666667,-79.4166667
1/30/09 20:27,34.14778,-118.14361
1/27/09 18:35,41.98111,-89.595
1/16/09 12:47,51.52721,0.14559
01/02/2009 2:50,53.0683333,-6.0658333
1/21/09 5:39,41.1175,-73.40833
1/28/09 1:28,47.25,6.0333333
01/08/2009 13:33,43.7333333,7.4166667
1/22/09 12:09,43.7333333,7.4166667
1/20/09 8:23,38.32444,-85.87361
01/02/2009 7:47,51.5,-0.1166667
01/11/2009 4:55,33.9525,-84.55
1/23/09 7:47,33.9525,-84.55
1/21/09 23:19,21.30694,-157.85833
01/11/2009 4:29,35.96056,-83.92083
01/11/2009 4:39,35.96056,-83.92083
01/10/2009 8:13,55.95,-3.2
1/22/09 12:55,48.8666667,2.3333333
1/17/09 15:00,29.99861,-95.26194
01/04/2009 14:06,41.64833,-70.48167
1/30/09 17:09,22.2833333,114.15
1/20/09 5:01,42.54667,-83.21139
1/26/09 14:37,29.89444,-81.31472
1/29/09 13:27,40.76083,-111.89028
01/12/2009 10:33,47.60639,-122.33083
01/05/2009 8:28,47.25,8.85
1/25/09 16:11,36.33194,-94.11833
1/25/09 20:44,36.33194,-94.11833
